,factor1_measure,factor2_measure,factor3_measure,factor4_measure,factor5_measure,factor6_measure,student
0,0.0,0.0,,,0.0,,2609
1,0.0,13.6666666667,0.0,14.75,16.0,13.25,20000
2,,,,,,,106481
3,0.0,0.0,0.0,0.0,0.0,,114210
4,,,,,,0.0,162303
5,,,,,,,172036
6,0.0,0.0,0.0,15.0,0.0,,172828
7,,,,,,,174417
8,,,,,,,178435
9,0.0,,0.0,,,,179351
10,0.0,,,16.0,,,180664
11,,,,,11.0,,183106
12,,,,,,,187924
13,,14.0,0.0,,12.0,,188030
14,0.0,,0.0,,0.0,0.0,188508
15,,,,,11.0,,188892
16,,,,,12.0,,189411
17,10.5,12.0,0.0,13.0,0.0,,189672
18,,,,,,13.0,190307
19,,,,,,,190674
20,,,,,,,190676
21,,,,,0.0,13.0,190783
22,,,12.0,16.0,10.5,,191054
23,,,,,,,191063
24,,,,,,,191334
25,,,12.0,,0.0,,191365
26,0.0,11.0,0.0,,0.0,,191821
27,,,13.0,,12.0,,191900
28,,,,,,,191907
29,,,,,,13.5,192367
30,,,,,,,192631
31,,,,,,,192887
32,,,,,0.0,,193345
33,,,,,12.0,,193843
34,,,,,,,194223
35,,,,,13.0,,194607
36,,,,,14.0,,194975
37,,,,,,,195405
38,,10.0,0.0,,10.0,,195542
39,,,,,16.0,,198853
40,0.0,,0.0,,0.0,,199063
41,10.6666666667,12.0,14.6666666667,15.0,0.0,,199084
42,12.5,,0.0,17.0,13.5,12.2,199104
43,,,,,,,199557
44,,0.0,,,0.0,0.0,199587
45,14.0,,12.3333333333,16.0,0.0,,199651
46,,,,,10.0,,199734
47,15.0,13.0,14.6666666667,,15.0,,199820
48,11.5,14.0,12.0,15.0,11.0,0.0,199947
49,,,11.0,17.0,0.0,,199988
50,,,,,,,200062
51,0.0,12.0,0.0,15.0,12.5,,200141
52,0.0,10.0,0.0,13.0,10.5,,200277
53,11.5,0.0,0.0,14.0,14.6666666667,,200302
54,0.0,10.0,0.0,15.0,10.0,,200337
55,,,,,0.0,15.3333333333,200349
56,0.0,10.0,11.1428571429,12.25,12.1428571429,,200376
57,0.0,0.0,0.0,,0.0,,200433
58,,,14.5,16.0,11.0,,200640
59,,,,,,,200804
60,,,,,13.0,,200811
61,14.0,11.0,0.0,17.0,11.0,,200917
62,,,10.5,15.0,14.0,,200921
63,,,,,10.0,,201123
64,12.5,11.0,11.3333333333,15.0,,,201263
65,,,0.0,,12.0,,201330
66,0.0,,0.0,0.0,,,201336
67,0.0,,0.0,,0.0,,201564
68,,,12.6666666667,15.0,12.0,,201595
69,0.0,,15.0,13.0,10.0,,201603
70,0.0,,0.0,,10.0,,201609
71,0.0,0.0,0.0,10.5,0.0,,201620
72,12.5,12.0,11.0,,13.0,,201640
73,,,,,,,201858
74,,,,,0.0,,201900
75,,,,,,,201987
76,16.0,11.5,11.3333333333,11.0,15.5,,202064
77,10.0,,14.0,16.0,0.0,,202078
78,0.0,0.0,0.0,13.0,,,202159
79,,,,,,,202187
80,,,,,,,202207
81,0.0,,0.0,,,,202341
82,,,12.0,,13.0,,202408
83,0.0,,0.0,,0.0,,202925
84,,,,,,,203002
85,,,12.0,,0.0,,203014
86,13.0,,0.0,,10.0,11.0,203133
87,0.0,13.0,11.3333333333,14.0,15.0,,203210
88,,,,,,,203270
89,,,,12.0,,,203287
90,,,,,0.0,0.0,203419
91,,13.0,11.5,,13.3333333333,,203667
92,,,,,12.0,,203679
93,0.0,10.0,0.0,16.0,12.3333333333,0.0,203698
94,13.0,13.0,13.5,,0.0,,203802
95,12.0,,0.0,,12.5,,203983
96,,,,,14.0,,204049
97,15.0,16.0,14.0,15.0,16.0,15.2,204139
98,12.0,0.0,0.0,11.0,13.3333333333,,204170
99,0.0,0.0,0.0,12.0,0.0,,204187
100,,14.0,,,11.0,,204440
101,,,,,10.0,,204794
102,0.0,,,,,,204799
103,,0.0,,14.0,0.0,,204835
104,,,0.0,,0.0,,204885
105,0.0,,0.0,0.0,,,204940
106,13.0,13.0,12.0,,11.0,,204950
107,,,,,17.0,,205008
108,0.0,,13.0,,0.0,,205115
109,0.0,0.0,0.0,13.0,,,205252
110,0.0,11.0,,16.0,11.0,,205380
111,0.0,0.0,0.0,0.0,0.0,,205495
112,,,0.0,17.0,13.0,0.0,205521
113,0.0,,0.0,0.0,0.0,,205808
114,0.0,,0.0,0.0,,,206219
115,,,,,,,206245
116,,,,,,,206255
117,0.0,,0.0,,11.0,,206274
118,0.0,13.0,0.0,15.0,0.0,,206502
119,11.0,11.0,0.0,16.0,10.0,,206752
120,11.0,,12.0,13.0,12.6666666667,,206758
121,13.0,,,,11.5,,206972
122,0.0,0.0,0.0,0.0,0.0,,207403
123,11.5,14.0,0.0,14.0,0.0,,208922
124,0.0,0.0,0.0,,0.0,,209444
125,0.0,0.0,0.0,0.0,0.0,,209447
126,,,,,11.0,,209836
127,,,,,,,209869
128,,,,,10.5,,209871
129,,,13.0,,0.0,,209947
130,,,,,14.0,,210237
131,,,,,11.5,,210314
132,12.2,0.0,0.0,13.5,12.4285714286,13.5,210411
133,17.4,15.6666666667,16.3333333333,15.0,14.7142857143,,210412
134,12.4,12.6666666667,13.7777777778,14.0,14.1428571429,,210415
135,0.0,11.3333333333,11.0,15.5,0.0,,210416
136,0.0,10.0,0.0,12.0,13.0,,210420
137,0.0,12.0,11.5555555556,12.5,0.0,,210422
138,13.5,14.3333333333,11.6666666667,16.0,12.0,15.3333333333,210425
139,0.0,0.0,0.0,14.25,12.8571428571,,210429
140,14.0,11.6666666667,12.6666666667,13.25,12.7142857143,,210430
141,0.0,10.0,0.0,13.5,11.0,,210431
142,0.0,0.0,0.0,13.0,12.2857142857,0.0,210435
143,0.0,0.0,0.0,11.0,0.0,,210452
144,0.0,13.3333333333,0.0,13.75,0.0,,210498
145,11.5,12.3333333333,12.4444444444,16.0,12.0,,210499
146,0.0,0.0,0.0,14.5,0.0,,210500
147,0.0,0.0,0.0,14.5,12.2857142857,0.0,210503
148,0.0,0.0,0.0,12.0,0.0,,210504
149,0.0,0.0,0.0,11.5,0.0,,210507
150,0.0,0.0,0.0,12.5,0.0,,210509
151,0.0,0.0,0.0,11.5,0.0,,210510
152,14.8,12.0,14.1111111111,14.75,15.0,,210814
153,13.4,13.0,12.8888888889,13.5,0.0,,210817
154,13.8,12.3333333333,13.5555555556,14.0,13.7142857143,,210818
155,16.4,16.6666666667,17.2222222222,15.75,14.8571428571,16.6666666667,210819
156,0.0,,0.0,11.0,,,210822
157,0.0,0.0,0.0,12.5,0.0,,210824
158,12.3,13.0,14.0,13.5,11.8571428571,,210826
159,0.0,11.6666666667,0.0,15.0,11.1428571429,,210827
160,0.0,0.0,0.0,11.5,14.0,,210830
161,12.6,12.3333333333,14.3333333333,15.75,12.7142857143,14.0,211197
162,12.3,12.0,0.0,15.25,11.6,,211198
163,11.9,13.0,0.0,13.75,13.0,,211225
164,13.6,12.6666666667,11.8888888889,15.25,11.0,,211226
165,12.5,0.0,0.0,14.75,0.0,,211227
166,0.0,0.0,0.0,12.5,0.0,,211234
167,14.2,12.6666666667,15.2222222222,13.25,13.2857142857,,211245
168,0.0,0.0,0.0,12.0,10.0,,211249
169,15.4,17.6666666667,13.6666666667,16.75,13.4285714286,17.8333333333,211264
170,13.5,13.0,12.7777777778,15.75,10.8571428571,,211331
171,0.0,0.0,0.0,12.5,0.0,,211406
172,13.3,13.3333333333,13.5555555556,14.5,12.2857142857,,211421
173,0.0,0.0,0.0,13.25,12.1428571429,,211438
174,0.0,0.0,0.0,11.5,0.0,,211645
175,14.9,15.6666666667,15.3333333333,15.5,15.0,,211655
176,0.0,0.0,0.0,11.0,0.0,,211656
177,0.0,0.0,0.0,12.5,0.0,,211680
178,13.1,11.0,0.0,14.5,13.5714285714,,211701
179,13.6,10.0,0.0,13.5,0.0,,211707
180,14.3,13.6666666667,14.8888888889,13.0,13.7142857143,,211714
181,0.0,0.0,0.0,11.5,0.0,,211723
182,14.6,12.6666666667,13.2222222222,15.0,14.0,,211727
183,15.5,17.3333333333,14.7777777778,13.75,12.2857142857,,211731
184,0.0,0.0,0.0,12.5,0.0,,211736
185,0.0,0.0,0.0,12.5,0.0,,211740
186,0.0,,,13.0,,,211743
187,13.0,10.3333333333,0.0,14.75,12.2857142857,15.3333333333,211745
188,0.0,12.3333333333,0.0,14.0,0.0,13.0,211786
189,,,,,14.5,,211791
190,,,,,0.0,,211804
191,0.0,0.0,0.0,12.5,12.0,,211808
192,,,,,13.0,,211837
193,0.0,0.0,0.0,14.0,11.3333333333,17.0,211849
194,0.0,0.0,0.0,12.5,0.0,,211860
195,11.9,10.0,0.0,13.75,0.0,,211862
196,0.0,10.0,11.4444444444,13.75,15.5714285714,13.75,211909
197,12.3,14.0,11.6666666667,14.25,14.0,,211914
198,14.0,16.0,15.0,14.0,0.0,,211918
199,0.0,0.0,0.0,13.5,12.6666666667,,211942
200,0.0,0.0,0.0,0.0,0.0,,211944
201,0.0,11.3333333333,12.1111111111,13.25,13.8571428571,14.0,211966
202,14.9,15.3333333333,15.8888888889,15.0,0.0,,211975
203,0.0,0.0,0.0,12.75,11.5714285714,,211999
204,0.0,0.0,0.0,12.5,12.0,,212005
205,0.0,0.0,0.0,13.5,0.0,,212008
206,0.0,0.0,11.6666666667,13.0,0.0,,212017
207,0.0,0.0,0.0,15.0,0.0,,212032
208,0.0,12.0,0.0,12.0,,,212049
209,14.2,13.0,0.0,14.75,14.2857142857,15.0,212057
210,12.0,12.0,12.0,15.75,12.8571428571,,212066
211,0.0,,0.0,13.0,0.0,,212069
212,0.0,10.0,0.0,14.0,0.0,,212072
213,0.0,10.0,0.0,12.5,12.0,,212073
214,0.0,0.0,0.0,10.0,10.0,,212084
215,0.0,0.0,0.0,11.5,0.0,,212092
216,14.6,13.3333333333,13.7777777778,15.0,15.1428571429,,212099
217,0.0,0.0,0.0,0.0,0.0,,212105
218,0.0,15.3333333333,11.7777777778,15.5,0.0,16.6666666667,212110
219,0.0,13.0,0.0,12.5,10.0,,212120
220,14.3,15.6666666667,0.0,14.5,13.0,,212133
221,0.0,0.0,0.0,10.5,0.0,,212172
222,0.0,,0.0,0.0,0.0,,212174
223,0.0,0.0,0.0,11.0,0.0,,212206
224,0.0,0.0,0.0,13.5,0.0,14.0,212208
225,14.7,15.3333333333,0.0,15.5,15.4285714286,,212213
226,0.0,0.0,0.0,12.0,0.0,,212215
227,14.6,14.3333333333,13.6666666667,14.0,11.8571428571,,212251
228,0.0,,13.0,12.0,0.0,,212257
229,0.0,0.0,0.0,13.5,0.0,,212266
230,0.0,10.0,0.0,11.5,10.0,,212270
231,14.3,17.0,12.7777777778,15.0,12.6,,212311
232,0.0,0.0,0.0,11.5,0.0,,212337
233,0.0,0.0,0.0,13.0,11.2,,212341
234,0.0,0.0,0.0,14.0,0.0,,212357
235,15.9,15.3333333333,14.7777777778,14.75,14.8571428571,,212361
236,13.6,13.3333333333,13.2222222222,15.5,15.8571428571,16.125,212373
237,0.0,14.3333333333,0.0,14.5,0.0,,212378
238,14.8,12.3333333333,13.1666666667,13.75,12.1428571429,,212405
239,0.0,0.0,0.0,14.75,11.4285714286,,212442
240,0.0,12.0,0.0,13.0,0.0,,212469
241,13.4,13.3333333333,11.3333333333,15.75,0.0,12.6666666667,212492
242,11.6,12.6666666667,11.3333333333,14.5,14.4285714286,,212500
243,,,,,13.0,,212534
244,16.0,14.0,14.2222222222,16.0,15.8571428571,,212548
245,13.7,13.6666666667,0.0,13.5,13.8571428571,,212566
246,0.0,,0.0,12.0,0.0,,212590
247,0.0,13.3333333333,0.0,14.75,0.0,,212630
248,0.0,0.0,0.0,13.0,12.8571428571,,212631
249,13.0,11.6666666667,13.5555555556,12.75,11.4285714286,,212647
250,13.0,12.0,0.0,14.0,11.6,,212650
251,0.0,,0.0,11.0,0.0,,212674
252,15.4,16.3333333333,14.7777777778,14.25,15.2857142857,15.5,212682
253,,,,,16.0,,212704
254,0.0,11.3333333333,11.8888888889,14.5,0.0,11.8333333333,212768
255,13.2,14.0,13.6666666667,12.75,12.8571428571,,212787
256,0.0,,0.0,12.0,0.0,,212788
257,0.0,0.0,0.0,10.5,0.0,,212791
258,0.0,13.3333333333,0.0,14.5,14.0,0.0,212809
259,11.9,12.3333333333,13.1111111111,13.75,12.6,,212814
260,14.0,13.6666666667,12.7777777778,13.25,14.0,15.5,212835
261,14.7,13.3333333333,16.4444444444,14.0,15.2857142857,,212837
262,0.0,10.0,0.0,13.5,0.0,,212840
263,0.0,0.0,0.0,0.0,0.0,,212846
264,0.0,0.0,0.0,14.0,0.0,,212850
265,14.5,14.6666666667,13.6666666667,13.5,12.2857142857,,212854
266,0.0,0.0,0.0,0.0,0.0,,212888
267,14.9,13.6666666667,13.8888888889,16.25,13.1428571429,,212895
268,0.0,0.0,0.0,14.5,13.0,,212900
269,0.0,12.6666666667,11.8888888889,13.25,0.0,,212941
270,,,,,10.5,,212964
271,0.0,0.0,0.0,0.0,0.0,,212965
272,0.0,13.6666666667,11.0,15.0,12.2857142857,0.0,212968
273,15.0,11.0,13.6666666667,13.75,14.2857142857,17.3333333333,212972
274,0.0,0.0,0.0,11.0,0.0,,212974
275,15.5,15.0,14.8888888889,15.25,12.5714285714,,212997
276,12.8,15.0,0.0,12.25,14.6,,213014
277,0.0,13.3333333333,0.0,13.0,13.1428571429,,213028
278,0.0,0.0,0.0,10.5,0.0,,213035
279,0.0,0.0,0.0,0.0,0.0,,213048
280,13.1,15.0,10.8888888889,13.0,13.0,,213060
281,0.0,0.0,0.0,11.0,0.0,,213071
282,13.6666666667,10.0,14.0,13.0,11.0,,213078
283,11.3,12.6666666667,0.0,12.75,15.8571428571,,213087
284,0.0,0.0,11.7777777778,13.5,14.0,,213105
285,0.0,12.6666666667,10.5555555556,14.25,12.6,,213116
286,0.0,10.6666666667,0.0,14.75,0.0,0.0,213122
287,14.0,14.3333333333,15.1111111111,16.25,13.2857142857,15.5,213127
288,13.8,17.6666666667,14.0,15.25,13.7142857143,,213130
289,0.0,0.0,0.0,11.5,0.0,,213146
290,0.0,0.0,0.0,13.0,0.0,,213151
291,0.0,0.0,0.0,11.0,0.0,,213152
292,13.7,13.6666666667,14.1111111111,15.0,15.7142857143,,213183
293,13.4,14.0,12.4444444444,15.0,0.0,,213184
294,11.8,12.6666666667,0.0,12.75,11.8571428571,,213191
295,13.0,12.3333333333,14.3333333333,14.75,11.7142857143,,213204
296,11.7,10.6666666667,11.6666666667,14.25,14.2857142857,,213210
297,0.0,12.3333333333,11.0,13.5,12.0,,213212
298,14.4,11.3333333333,13.8888888889,13.5,13.7142857143,,213214
299,0.0,0.0,0.0,12.5,13.4285714286,,213219
300,0.0,11.0,0.0,14.0,12.0,,213225
301,0.0,0.0,0.0,12.5,0.0,,213226
302,0.0,13.3333333333,0.0,13.75,12.2857142857,,213237
303,0.0,10.6666666667,0.0,12.5,12.0,,213253
304,15.4,14.6666666667,15.0,15.0,12.8571428571,,213257
305,0.0,10.6666666667,0.0,13.75,12.4285714286,0.0,213270
306,12.3,12.6666666667,12.7777777778,16.0,13.7142857143,,213298
307,0.0,0.0,0.0,11.25,0.0,,213304
308,0.0,10.0,0.0,13.0,11.0,,213320
309,11.0,,11.0,15.0,10.0,,213324
310,12.3,14.6666666667,0.0,15.5,13.7142857143,15.125,213396
311,0.0,,0.0,14.0,0.0,,213398
312,0.0,0.0,0.0,14.0,12.4,,213441
313,14.6,12.3333333333,14.8888888889,15.5,15.5714285714,,213443
314,,,,,14.0,,213470
315,12.0,11.6666666667,0.0,14.0,11.0,13.6666666667,213488
316,11.0,0.0,0.0,13.5,0.0,,213494
317,0.0,0.0,0.0,13.5,11.0,,213500
318,0.0,0.0,0.0,15.0,0.0,,213504
319,13.0,13.0,11.6666666667,14.5,0.0,,213514
320,11.9,0.0,11.3333333333,13.0,11.4,,213517
321,0.0,0.0,0.0,14.0,12.0,,213524
322,0.0,11.0,0.0,15.75,12.5714285714,15.5,213526
323,12.4,13.3333333333,12.7777777778,14.5,12.2,,213528
324,14.3,13.3333333333,13.1111111111,14.0,0.0,,213538
325,13.5,12.0,11.4444444444,14.0,13.8,,213566
326,13.7,14.0,12.1111111111,16.25,13.5714285714,,213586
327,0.0,0.0,0.0,11.5,0.0,,213593
328,0.0,0.0,0.0,11.75,11.8571428571,,213606
329,0.0,0.0,0.0,12.0,0.0,,213608
330,12.3,0.0,0.0,13.5,0.0,,213609
331,0.0,0.0,0.0,12.0,0.0,,213611
332,13.1,12.6666666667,13.2222222222,14.75,12.4285714286,,213718
333,12.9,14.6666666667,11.8888888889,14.5,0.0,,213754
334,0.0,10.6666666667,0.0,13.5,0.0,,213758
335,0.0,0.0,0.0,14.0,11.5714285714,0.0,213765
336,12.4,11.6666666667,12.5555555556,14.75,0.0,,213801
337,16.9,17.6666666667,16.7777777778,17.25,15.7142857143,,213842
338,0.0,13.0,0.0,15.25,11.4285714286,,213876
339,0.0,0.0,0.0,12.5,11.2857142857,,213896
340,0.0,10.0,0.0,15.25,11.7142857143,0.0,213914
341,0.0,14.6666666667,0.0,15.0,13.8571428571,,213944
342,12.6,13.3333333333,14.3333333333,14.0,15.4285714286,,213953
343,14.0,15.0,14.8888888889,14.75,15.2857142857,,213988
344,13.2,10.0,14.2222222222,15.0,11.5714285714,,213995
345,13.6,11.3333333333,12.8888888889,14.25,13.5714285714,,213996
346,13.0,0.0,14.0,14.25,13.7142857143,,214022
347,18.3,17.6666666667,17.5555555556,14.25,17.8,,214025
348,12.1,12.0,12.8888888889,14.25,13.2857142857,,214041
349,0.0,0.0,0.0,14.0,0.0,,214054
350,14.1,15.3333333333,13.3333333333,16.0,14.5714285714,,214090
351,0.0,16.0,15.6666666667,14.25,11.7142857143,,214092
352,0.0,10.0,0.0,13.5,0.0,,214105
353,,,,12.0,0.0,,214111
354,13.7,11.3333333333,13.6666666667,15.5,12.2857142857,,214132
355,0.0,12.3333333333,11.7777777778,14.0,12.0,,214150
356,,,,,0.0,,214170
357,0.0,0.0,0.0,12.5,0.0,,214173
358,0.0,0.0,0.0,11.5,0.0,,214190
359,13.2,0.0,12.5555555556,15.25,14.0,,214216
360,13.1,12.0,14.4444444444,13.75,0.0,,214222
361,14.8,15.3333333333,15.6666666667,15.0,13.5714285714,,214226
362,0.0,0.0,13.1111111111,13.25,12.0,,214248
363,13.6,12.0,13.4444444444,13.75,12.8,,214262
364,0.0,0.0,0.0,12.0,0.0,,214286
365,12.3,11.0,12.3333333333,12.75,0.0,,214296
366,12.8,13.0,0.0,13.75,13.0,,214356
367,0.0,11.0,0.0,13.0,0.0,,214371
368,0.0,0.0,12.6666666667,14.5,12.0,14.6666666667,214389
369,13.6,12.0,11.2222222222,13.25,11.4285714286,14.125,214395
370,12.8,0.0,0.0,14.0,0.0,,214405
371,0.0,10.6666666667,12.0,16.0,14.2857142857,14.0,214423
372,13.8,14.6666666667,13.7777777778,15.0,13.1428571429,,214450
373,0.0,0.0,0.0,11.0,10.0,,214480
374,12.2,10.6666666667,0.0,13.25,13.2,,214484
375,,,,,14.5,,214521
376,0.0,0.0,0.0,12.0,0.0,,214534
377,14.0,15.3333333333,13.4444444444,12.75,12.2857142857,,214549
378,11.7,0.0,11.7777777778,14.0,11.7142857143,,214562
379,0.0,,0.0,,0.0,,214572
380,0.0,0.0,0.0,12.5,0.0,,214604
381,0.0,0.0,0.0,14.75,0.0,12.625,214630
382,0.0,11.6666666667,10.5555555556,14.75,0.0,,214646
383,0.0,13.0,0.0,13.5,0.0,,214659
384,0.0,0.0,0.0,15.25,0.0,0.0,214660
385,0.0,,0.0,11.0,0.0,,214672
386,12.6,10.3333333333,10.7142857143,13.25,13.6,,214681
387,14.9,11.0,12.4444444444,14.5,11.8571428571,,214717
388,12.6,11.3333333333,0.0,13.5,12.0,,214725
389,0.0,12.0,0.0,11.5,0.0,0.0,214726
390,0.0,11.0,0.0,14.25,10.4,,214728
391,16.2,15.6666666667,15.3333333333,15.75,15.8571428571,,214741
392,13.6,13.0,12.3333333333,15.0,11.4285714286,,214745
393,0.0,13.0,0.0,14.25,12.5714285714,12.5,214754
394,0.0,0.0,0.0,12.5,12.0,,214760
395,0.0,12.0,14.2222222222,15.25,12.7142857143,0.0,214771
396,0.0,0.0,0.0,12.0,0.0,,214783
397,0.0,0.0,0.0,11.5,12.3333333333,,214790
398,12.1,0.0,11.2222222222,12.5,12.8571428571,,214800
399,0.0,11.0,0.0,14.0,0.0,14.5,214804
400,0.0,10.3333333333,0.0,15.75,12.4285714286,,214806
401,0.0,0.0,0.0,12.0,10.0,,214817
402,0.0,0.0,0.0,13.0,0.0,,214827
403,12.1,13.0,0.0,14.75,13.1428571429,13.375,214835
404,0.0,0.0,11.1111111111,12.5,12.1428571429,,214836
405,12.3,13.0,12.2222222222,13.5,11.7142857143,,214864
406,15.5,15.3333333333,13.4444444444,12.75,13.5714285714,,214868
407,0.0,10.0,0.0,13.0,0.0,,214876
408,0.0,0.0,0.0,0.0,0.0,,214878
409,14.3,15.3333333333,13.8888888889,15.5,13.4285714286,13.8333333333,214890
410,0.0,0.0,0.0,12.75,12.0,,214906
411,12.7,0.0,0.0,15.25,11.2,,214910
412,13.9,12.6666666667,12.8888888889,14.25,12.2,,214919
413,11.7,0.0,11.6666666667,14.0,13.8571428571,,214947
414,0.0,0.0,0.0,11.0,0.0,,214957
415,0.0,12.6666666667,0.0,15.75,0.0,,214987
416,15.3,17.3333333333,15.2222222222,16.0,0.0,16.625,215028
417,15.6,17.3333333333,15.8888888889,15.0,12.5714285714,15.1666666667,215067
418,0.0,14.3333333333,15.0,13.75,0.0,,215077
419,14.9,10.6666666667,14.3333333333,14.0,14.0,,215078
420,15.2,13.3333333333,12.1111111111,15.0,0.0,,215079
421,0.0,0.0,0.0,11.0,0.0,,215099
422,12.7,0.0,12.0,13.5,10.8571428571,,215107
423,11.9,10.3333333333,11.6666666667,11.5,0.0,,215119
424,11.8,12.0,12.8888888889,15.75,13.2857142857,15.6666666667,215121
425,0.0,10.0,0.0,10.0,0.0,,215128
426,13.3,10.3333333333,13.1111111111,15.0,12.2857142857,,215150
427,0.0,15.6666666667,0.0,13.75,0.0,,215165
428,0.0,0.0,0.0,14.0,0.0,,215167
429,0.0,18.0,0.0,14.0,0.0,12.125,215191
430,14.4,17.6666666667,16.3333333333,14.25,14.8571428571,,215193
431,15.9,14.6666666667,16.4444444444,17.5,16.0,,215214
432,0.0,,0.0,14.0,0.0,,215254
433,0.0,,0.0,13.0,12.0,,215264
434,13.5,12.3333333333,12.5555555556,15.25,13.2857142857,0.0,215271
435,13.3,0.0,11.5555555556,13.5,12.1428571429,,215276
436,0.0,16.6666666667,14.1111111111,15.0,14.5714285714,,215320
437,13.2,12.6666666667,12.1111111111,13.25,14.0,,215322
438,0.0,0.0,0.0,12.5,10.0,,215326
439,0.0,0.0,0.0,14.75,12.7142857143,13.25,215329
440,0.0,13.0,14.0,14.25,0.0,,215333
441,12.5,0.0,0.0,14.25,11.5714285714,,215346
442,0.0,0.0,0.0,12.0,0.0,,215353
443,14.2,14.6666666667,15.5555555556,14.25,15.5714285714,,215391
444,0.0,0.0,0.0,10.5,0.0,,215405
445,,,,,14.5,15.4,215430
446,0.0,0.0,0.0,11.0,0.0,,215451
447,,,,,0.0,,215465
448,13.0,14.6666666667,12.6666666667,14.0,0.0,17.125,215494
449,12.4,12.6666666667,11.1111111111,15.25,0.0,,215510
450,15.4,15.3333333333,15.3333333333,16.75,11.4285714286,,215518
451,18.1,18.3333333333,17.4444444444,16.5,16.0,,215527
452,0.0,0.0,0.0,11.5,0.0,,215538
453,0.0,16.6666666667,14.6666666667,16.75,13.0,15.625,215570
454,12.1,12.0,10.7777777778,15.0,10.8,,215575
455,0.0,10.6666666667,12.1111111111,14.5,0.0,,215576
456,13.7,15.0,15.7777777778,14.0,12.5714285714,,215584
457,14.1,15.3333333333,15.3333333333,12.5,12.2857142857,,215589
458,0.0,0.0,0.0,11.0,11.0,,215599
459,0.0,0.0,13.1111111111,13.5,13.1428571429,,215606
460,0.0,0.0,0.0,11.5,0.0,,215622
461,0.0,13.3333333333,11.6666666667,14.0,12.5714285714,,215636
462,0.0,0.0,0.0,14.0,0.0,,215650
463,14.4,14.6666666667,14.1111111111,13.0,15.2857142857,,215679
464,0.0,13.0,0.0,14.75,0.0,0.0,215692
465,0.0,11.6666666667,11.6666666667,15.0,0.0,,215718
466,,,,,13.5,,215735
467,,,,,11.0,,215745
468,0.0,0.0,0.0,12.0,12.0,0.0,215752
469,0.0,11.3333333333,10.6666666667,12.75,12.4285714286,15.0,215767
470,0.0,0.0,0.0,0.0,0.0,,215782
471,0.0,10.3333333333,0.0,14.75,0.0,,215820
472,0.0,0.0,0.0,0.0,0.0,,215822
473,0.0,0.0,0.0,13.0,0.0,,215851
474,17.2,14.3333333333,14.0,15.75,14.8571428571,,215891
475,0.0,13.3333333333,12.6666666667,13.25,14.5714285714,,215920
476,13.4,14.3333333333,14.0,13.5,13.0,,215945
477,0.0,0.0,0.0,12.5,0.0,,215959
478,0.0,12.3333333333,0.0,14.75,11.5714285714,,215971
479,,,,,12.0,,215983
480,0.0,0.0,0.0,13.5,12.0,,216058
481,0.0,0.0,0.0,12.5,0.0,,216063
482,15.3,15.3333333333,15.6666666667,16.0,15.0,16.8333333333,216074
483,14.7,11.6666666667,12.3333333333,16.0,13.0,,216133
484,15.0,17.0,12.5555555556,15.0,12.2857142857,,216135
485,,,,,11.0,,216154
486,0.0,0.0,0.0,12.0,0.0,,216193
487,0.0,10.3333333333,0.0,14.0,0.0,,216235
488,0.0,12.3333333333,12.4444444444,13.5,13.0,,216247
489,0.0,0.0,0.0,11.5,0.0,,216248
490,0.0,13.6666666667,0.0,13.75,12.5714285714,,216276
491,0.0,0.0,0.0,11.0,0.0,,216305
492,17.5,17.6666666667,16.3333333333,17.0,14.1428571429,,216325
493,0.0,0.0,0.0,12.0,0.0,,216336
494,0.0,0.0,0.0,10.0,0.0,,216345
495,11.9,0.0,0.0,14.0,13.6,,216370
496,0.0,15.0,0.0,14.0,0.0,,216379
497,,,,,12.0,,216421
498,0.0,10.3333333333,0.0,13.25,10.2857142857,,216464
499,0.0,0.0,0.0,12.5,11.0,,216471
500,0.0,11.3333333333,10.8888888889,14.5,11.7142857143,,216503
501,0.0,11.3333333333,0.0,14.0,0.0,12.5,216517
502,13.1,14.0,12.4444444444,12.5,14.4285714286,,216609
503,0.0,15.0,12.3333333333,14.25,12.5714285714,,216616
504,12.8,15.0,0.0,16.75,11.7142857143,16.3333333333,216621
505,15.4,16.0,15.3333333333,14.5,15.8571428571,17.0,216625
506,0.0,0.0,0.0,13.25,10.8,,216631
507,0.0,0.0,0.0,13.5,0.0,,216634
508,11.7,12.3333333333,0.0,17.0,15.1428571429,,216635
509,15.0,12.6666666667,13.4444444444,15.0,0.0,,216640
510,13.6,16.0,14.8888888889,14.75,10.5714285714,16.5,216660
511,14.0,14.6666666667,12.2222222222,13.5,0.0,,216682
512,15.0,17.0,16.6666666667,17.75,14.7142857143,15.7142857143,216751
513,0.0,0.0,0.0,13.25,0.0,,216785
514,0.0,10.0,0.0,10.5,0.0,,216788
515,12.3,11.6666666667,12.6666666667,15.0,0.0,,216851
516,11.2,13.3333333333,10.6666666667,14.5,13.1428571429,,216856
517,0.0,11.3333333333,0.0,13.5,12.8,,216881
518,11.5,12.6666666667,12.8888888889,15.0,14.5714285714,,216894
519,,,,,0.0,,216900
520,0.0,0.0,0.0,0.0,0.0,,216904
521,0.0,0.0,0.0,0.0,0.0,,216926
522,0.0,10.6666666667,0.0,13.5,0.0,,216948
523,13.4,13.0,13.0,13.5,13.0,,216953
524,0.0,0.0,0.0,14.25,13.1428571429,,216984
